"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette_s1_shuffled5","0.7759520159809055","0.667463492444117","0.6134093105792999","0.9990314468741417","0.9293326139450073","0.42124238014221194","0.4840993697202775","0.8862314410717209","0.6479270675059692","0.9221778959810876","0.7842450652450095","0.763964066469616","0.6802264512198044","0.7304690203696913","0.7847833429106887"
"2","Palette_s1_shuffled10","0.7724922681233555","0.6470594303145069","0.6123603135347366","0.9990414828062057","0.9309087991714478","0.4351480484008789","0.5217355345258727","0.8727845484845586","0.5836273817925194","0.920969827586207","0.7935556833435795","0.7577383736947012","0.6901442326456895","0.7307007172750966","0.7660509642407686"
"3","Palette_s1_shuffled20","0.7657125530753942","0.6522338853827523","0.6048145666718483","0.9988574907183647","0.931317925453186","0.4290048122406006","0.48351461790157174","0.8809976828168374","0.5982905982905983","0.924346264367816","0.7915710163601801","0.7554046239620898","0.6812087596030489","0.7257262782184735","0.7714026263395315"
"4","Palette_s2_shuffled5","0.7820510786767321","0.6714728982317595","0.6144338697195053","0.9992123767733574","0.9339129328727722","0.426222038269043","0.5390680526318791","0.8839224280170401","0.6046251398731817","0.9403846153846155","0.7871249864021213","0.7667925558503386","0.6957813629476836","0.7383880786892766","0.7773782472199727"
"5","Palette_s2_shuffled10","0.7937310965158487","0.6986288657224049","0.6179739311337471","0.9992167577147484","0.930069088935852","0.42967829704284666","0.529671198903219","0.874011614546595","0.6052287581699346","0.9284218662169758","0.7722104831563533","0.7773876627716872","0.6908575498571282","0.7427756176058636","0.7686203691810879"
"6","Palette_s2_shuffled20","0.7895525809965627","0.6981389698972781","0.615494079887867","0.9990250468254089","0.9302703142166138","0.43469624519348143","0.5152045021735787","0.8758224692480152","0.5958702064896755","0.9385416666666666","0.7728393820640007","0.7755526694017791","0.6889983827079222","0.7409309547242364","0.7690837517401142"
"7","Palette_s3_shuffled5","0.7848791595012664","0.6953473306255289","0.6059495359659195","0.9990886375308037","0.934033215045929","0.4089402198791504","0.4940964211730982","0.8488075307083092","0.5535889872173058","0.9129382183908046","0.7557619593070567","0.7713161659058796","0.6714693467016217","0.7313774382241764","0.7407630549717222"
"8","Palette_s3_shuffled10","0.758812211503535","0.6544323340892207","0.6057087182998657","0.9988492503762245","0.9362788200378418","0.4105207443237305","0.4985890814935965","0.8543955955961318","0.5616605616605617","0.9142878250591017","0.7539693065095848","0.7544506285672115","0.6749460603628251","0.7226488012854569","0.7433058977430828"
"9","Palette_s3_shuffled20","0.7750181294709452","0.7161109863188722","0.6107699126005173","0.9989756941795349","0.932924211025238","0.4136653900146484","0.49807785981692837","0.8543479182993496","0.4964473985789594","0.903850806451613","0.7316995015894396","0.7752186806424674","0.6747538447890411","0.7350327463010968","0.7106659022066707"
"10","Palette_shuffled5","0.7692972967101211","0.6439453574191425","0.6171083971858025","0.9992198869585991","0.9351943731307983","0.4127072811126709","0.49342122459131516","0.8667522452744667","0.5609847071988064","0.9320402298850575","0.758123936243899","0.7573927345684163","0.6770187810273127","0.7252431531519749","0.7503829577759209"
"11","Palette_shuffled10","0.7720356543606116","0.6813596158627758","0.6204429790377617","0.9991878569126129","0.933688223361969","0.41747283935546875","0.5074518149243147","0.8741182262126842","0.5751585229392018","0.9196726713532514","0.7509480540706039","0.7682565265434405","0.6831827759636092","0.734227026311508","0.7485930827876857"
"12","Palette_shuffled20","0.7825771985698694","0.6938911832183368","0.6155213266611099","0.9990900531411171","0.9294252991676331","0.4114573001861572","0.5033282059872918","0.8731162151867227","0.5973518558714999","0.9307974726775957","0.740276382432477","0.7727699403976083","0.6793317551319512","0.7353946662913454","0.7561419036605241"
"13","Palette_s4_shuffled5","0.7736383122702688","0.6219189156955848","0.6152464002370834","0.9992109015583992","0.9304327964782715","0.41365671157836914","0.4990531683480198","0.8679171990301295","0.5981978668628172","0.9236509562841531","0.7616096776929107","0.752503632440334","0.6777649688586975","0.7226081670076794","0.7611528336132937"
"14","Palette_s4_shuffled10","0.7840762165675038","0.6722663861289112","0.6151567026972771","0.9990563988685608","0.9314782023429871","0.4188629150390625","0.4902576148225328","0.8550422153922242","0.5619709138267853","0.9203466530054645","0.764796442184715","0.7676389260655632","0.6739102368992017","0.7301474503990186","0.7490380030056549"
"15","Palette_s4_shuffled20","0.7707000980777325","0.6567348884301735","0.6080105155706406","0.9990438595414162","0.9331868886947632","0.41799440383911135","0.47541419069766266","0.869381718697645","0.606463442585377","0.9188856015779092","0.7633658896989587","0.7586223404049907","0.6739943004822956","0.7247711244359125","0.7629049779540816"
"16","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
