"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette_v1_shuffled5","0.66326570858411","0.5838216313123978","0.5787110328674316","0.9840160727500915","0.9213807582855225","0.7474116484324137","0.7709926839371547","0.8753029433665244","0.8327955412144323","0.9823440360512604","0.7895807083643154","0.7024536113785078","0.8287720085054038","0.7529809702292662","0.8682400952100027"
"2","Palette_v1_shuffled10","0.6434878881835985","0.5614425991920842","0.5798099264502525","0.9835420370101928","0.9231935739517212","0.7432195345560709","0.634982461798388","0.8621331557982697","0.8253968253968254","0.9793265993265994","0.7843509952021772","0.6920706127090319","0.7908821815261124","0.7315952402358641","0.8630248066418673"
"3","Palette_v1_shuffled20","0.6424826802721623","0.4814651188758084","0.5768427774310112","0.9839369893074036","0.9294329285621643","0.7468144098917643","0.6581008152573875","0.8516927155586561","0.800725263339665","0.9801444679351656","0.7823436445789814","0.6711818914715963","0.796510217317493","0.721313221809955","0.8544044586179372"
"4","Palette_shuffled5","0.6366011655816395","0.4721950212282129","0.57862738519907","0.9845424056053161","0.9262478351593018","0.7499689261118571","0.76855415724715","0.8915346001799893","0.8718099149310649","0.9832221350078493","0.790504218875313","0.6679914944035596","0.8340763796745745","0.7344254485119657","0.8818454229380758"
"5","Palette_shuffled10","0.6422675439531671","0.4817951935919624","0.5873195752501488","0.9838810086250305","0.939194917678833","0.746958335240682","0.7543442893355795","0.886129349198225","0.866616285660306","0.9827993254637437","0.7924444091411271","0.6738158303550772","0.8316567228633299","0.7369521873583783","0.8806200067550588"
"6","Palette_shuffled20","0.6391104632335206","0.49888268981071426","0.5853566527366638","0.9854495882987976","0.9332567453384399","0.7491324742635092","0.6794693834998689","0.8696947490401221","0.8798412998299641","0.9820961553519694","0.7895390596032132","0.6771998485199241","0.8078883380354851","0.7294752443261485","0.8838255049283822"
"7","Palette_v2_shuffled5","0.6362636544347599","0.4695703558384657","0.5763216689229012","0.9837528824806213","0.939293622970581","0.746346632639567","0.8456032850920588","0.8828318735481077","0.8552446144554057","0.9821624803767661","0.7870578668323934","0.666477140419187","0.8535188535625786","0.7412938256765438","0.8748216538881883"
"8","Palette_v2_shuffled10","0.6531763906151101","0.49664490825417906","0.5819184929132462","0.9834991931915283","0.9327614307403564","0.7478507359822592","0.8367727588476417","0.8715781056692855","0.8571428571428571","0.982455030916245","0.7859667570446948","0.6788097462435159","0.8472407578098857","0.7461821508700638","0.875188215034599"
"9","Palette_v2_shuffled20","0.6424513974633118","0.4757784498889145","0.5789297744631767","0.9842710494995117","0.943848192691803","0.7488626639048258","0.8462209718677538","0.8722915578979435","0.853633984296356","0.9827337455499344","0.7834365014891522","0.6703576678287286","0.8528058465905815","0.7433369393334698","0.8732680771118142"
"10","Palette_v3_shuffled5","0.6381071398622238","0.47023050757539187","0.58045344799757","0.9845093250274658","0.9315323233604431","0.7459580103556315","0.6646921444521074","0.8852929091765261","0.8276353276353277","0.9783727643993804","0.7864714886625646","0.6683251051156629","0.806868846836177","0.7237426018038686","0.8641598602324242"
"11","Palette_v3_shuffled10","0.653742996668595","0.49769461873268445","0.5843400880694389","0.9846607565879821","0.9300671219825745","0.7499584356943766","0.7584527257252636","0.8903959804722427","0.8433558228219419","0.9837626262626262","0.7896178667587948","0.6801096150146752","0.8322185659686143","0.7409531953962508","0.8722454386144544"
"12","Palette_v3_shuffled20","0.6370875474506693","0.49205752615212567","0.5812667310237885","0.983843207359314","0.9279032349586487","0.7482475439707438","0.6697130099001","0.8665785639981489","0.8452771542048005","0.985017331834364","0.7898086302750392","0.6735637529964744","0.8031105882069103","0.7253824870806488","0.873367705438068"
"13","Palette_v4_shuffled5","0.6373311495068211","0.47195805528687335","0.5778281390666962","0.9847431302070617","0.9282848238945007","0.747526486714681","0.6760753717594884","0.8802396918656357","0.8383190883190883","0.98136794299585","0.7905759934992791","0.6679651185168631","0.8080315935585765","0.7239917085335484","0.8700876749380724"
"14","Palette_v4_shuffled10","0.6501949564072013","0.5659412149854801","0.5804737135767937","0.9838129639625549","0.9348555207252502","0.7446365356445312","0.7498189548411269","0.8767792172512677","0.8483994362794444","0.9807583289726147","0.7850560078069381","0.6951057122330075","0.826522557115544","0.7476724501860221","0.8714045910196657"
"15","Palette_v4_shuffled20","0.6532401535570895","0.4962275446337594","0.5801958739757538","0.9840235352516175","0.9291968941688538","0.7479385534922282","0.6528614666052702","0.8665474595239285","0.8239953065415078","0.9824786324786324","0.7877904577892747","0.6784217768545551","0.7991360934475701","0.726707503491761","0.8647547989364717"
"16","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
