Embedding,KMeans NMI,KMeans ARI,Silhouette label,cLISI,Silhouette batch,iLISI,KBET,Graph connectivity,CkBET,CSAS,CiLISI,CkBET(RQ),CSAS(RQ),CiLISI(RQ),Bio conservation,Batch correction,Total,Modality mixing,RQ mixing
MIDAS,0.5858954794317602,0.359172339700087,0.5293103829026222,0.9923952351445737,0.9200907,0.21300268173217773,0.10768744882341956,0.8428893895144576,0.18503080826386373,0.47603882833787464,0.41650463317384007,0.0017389960351856396,0.06603110142630747,0.41650463317384007,0.6166933592947608,0.5209175488560147,0.5783830351192623,0.3591914232585261,0.1614249102117777
Multigrate,0.6724898963931707,0.5384670002987072,0.5419820062816143,0.992288765699967,0.9236211,0.22179698944091797,0.20367555639294613,0.8557164159053109,0.008928571428571428,0.1366319444444445,0.06140386036493417,0.14556017477100813,0.5104002192982456,0.06140386036493417,0.6863069171683649,0.5512025199519676,0.632265158281806,0.06898812541265002,0.23912141814472931
Palette_harmony,0.7140343620576463,0.5808849966595542,0.5701891556382179,0.9961986230767291,0.8748927,0.25517886877059937,0.24142953634418798,0.7288891235717441,0.18734491315136476,0.615534188034188,0.4905720136258769,0.15887202732886613,0.45459346155452535,0.4905720136258769,0.7153267843580369,0.525097560081484,0.6392350946474157,0.43115037160380987,0.3680125008364228
Palette_harmony_supervised,0.7641776679698106,0.6834468826334159,0.6308248341083527,0.9985538876574972,0.87590814,0.2857239842414856,0.35034415792656914,0.7653657895220297,0.34925041643531374,0.6982051282051283,0.6149719205769705,0.2432109199312307,0.5576828676962957,0.6149719205769705,0.769250818092269,0.5693355170144706,0.6892846976611496,0.554142488405804,0.47195523606816564
Palette_fastMNN,0.7105009666035842,0.564816798635869,0.568759098649025,0.9954533576965332,0.87232107,0.31699490547180176,0.374482683636631,0.7208063765258235,0.362812613265676,0.7474625340599454,0.6591209877080826,0.3392617866004963,0.6980693558614002,0.6591209877080826,0.7098825553962529,0.5711512587187066,0.6543900367252344,0.5897987116779013,0.565484043389993
Palette_fastMNN_supervised,0.7429524370721402,0.5570981226831968,0.6369305849075317,0.9984629776166833,0.86859435,0.3674905300140381,0.481271011027747,0.7525169017321907,0.4948717948717949,0.8348673300165836,0.7442059238153128,0.43206486294086305,0.7541781831582826,0.7442059238153128,0.733861030569888,0.6174681978011523,0.6873038974623937,0.6913150162345638,0.6434829899714861
Palette_Seurat,0.7119137793674569,0.5943481754911023,0.5651965960860252,0.9958456080892811,0.8571957,0.2512412369251251,0.3045068856958182,0.7660731299805593,0.29927817878956137,0.682425068119891,0.4920365772664588,0.23526537375054324,0.6049645596006664,0.4920365772664588,0.7168260397584664,0.544754231993645,0.6479973166525379,0.49124660805863707,0.4440888368725561
Palette_Seurat_supervised,0.7549630288668944,0.6838293418890318,0.6412614583969116,0.9981980064640874,0.8633564,0.2616795301437378,0.37597625556456116,0.7754737843004719,0.32959326788218796,0.731925343811395,0.6024104204229728,0.2718157423971378,0.5989347522036745,0.6024104204229728,0.7695629589042313,0.5691214953664582,0.6893863734891221,0.5546430107055186,0.49105363834126176
Palette_denovo,0.6786155920770185,0.4356358486087197,0.5561758279800415,0.9920427021772965,0.8839622,0.34281080961227417,0.3905370913683189,0.7579862001145514,0.33984375,0.7707652134423252,0.6441785291984455,0.5084065835420959,0.8237108112475758,0.6441785291984455,0.6656174927107691,0.5938240787720542,0.6369001271352831,0.5849291642135902,0.6587653079960392
Palette_denovo_supervised,0.7556595527641363,0.6080091774864959,0.6333122253417969,0.9982389107994412,0.88217217,0.38383764028549194,0.5297771289814295,0.817386856729255,0.5511013215859031,0.8498728094968909,0.7540060754100101,0.6301672212233502,0.8567759890854403,0.7540060754100101,0.7488049665979675,0.6532934483243387,0.710600359288516,0.7183267354976014,0.7469830952396003
Metric Type,Bio conservation,Bio conservation,Bio conservation,Bio conservation,Batch correction,Batch correction,Batch correction,Batch correction,Modality mixing,Modality mixing,Modality mixing,RQ mixing,RQ mixing,RQ mixing,Aggregate score,Aggregate score,Aggregate score,Aggregate score,Aggregate score
