"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"5","Palette_drop5","0.7759457039084864","0.6724493166070448","0.6583721488714218","0.9992631725642992","0.8895822763442993","0.46914196014404297","0.5285597120207509","0.8017206301484938","0.5393258426966292","0.8146341463414635","0.687850310935455","0.7765075854878131","0.6722511446643967","0.7348050091584466","0.6806034333245159"
"2","Palette_drop1","0.728660306819599","0.5596185507384651","0.6233640238642693","0.9963775354882946","0.8866874575614929","0.4972127079963684","0.5860977083763464","0.8117486436774909","0.6473029045643154","0.8779089026915115","0.8005781579255862","0.727005104227657","0.6954366294029247","0.7143777142977641","0.7752633217271376"
"6","Palette_drop6","0.7603067292963542","0.6252555955803196","0.6484292447566986","0.9985199959381766","0.8906393051147461","0.4908229112625122","0.5773111921103072","0.8408561427918094","0.5568577810871185","0.8784244455211025","0.8021678542360673","0.7581278913928873","0.6999073878198437","0.7348396899636698","0.7458166936147629"
"4","Palette_drop4","0.7428811560674784","0.5931349250607737","0.6387919187545776","0.9978579334590746","0.8893041014671326","0.47860443592071533","0.5754329472153666","0.8044518428772301","0.5174953959484346","0.8387667942503576","0.749145794505061","0.7431664833354761","0.6869483318701112","0.7206792227493302","0.701802661567951"
"3","Palette_drop2","0.7281877937228199","0.5615525494610836","0.6212935894727707","0.9972895953966223","0.8931061625480652","0.5176478624343872","0.581880364462682","0.7960924284688268","0.6056030059519111","0.860242218427566","0.8040991517629905","0.7270808820133241","0.6971817044784903","0.7151212109993905","0.7566481253808225"
"7","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
