"","Embedding","iLISI","KBET"
"1","Palette",0.432257950305939,0.267093664860838
"2","Multigrate",0.170627236366272,0.060284686912878
"3","scMoMaT",0.00532209873199463,0.0234897086055655
"4","MIDAS",0.438244938850403,0.181487595329991
"5","scVAEIT",5.96046447753906e-08,0.0422252490492052
"6","StabMap",0.289603233337402,0.149534792774307
