"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette_drop5","0.7510318393857383","0.6082484949526447","0.6288331896066666","0.9977435754693073","0.8877696990966797","0.5001941323280334","0.5339242294786752","0.7982961560005072","0.5630252100840336","0.8744871794871796","0.8210642750983557","0.7464642748535891","0.6800460542259739","0.719896986602543","0.7528588882231896"
"2","Palette_drop1","0.7019246031718985","0.5014910614493988","0.5906990170478821","0.9925155691478563","0.8768997192382812","0.50577312707901","0.5463382772315438","0.795654113240149","0.6438356164383562","0.8698911222780569","0.7988198827720261","0.6966575627042589","0.6811663091972461","0.6904610613014538","0.7708488738294798"
"3","Palette_drop6","0.7273706592049342","0.5673589381199567","0.6158569529652596","0.9956391842468925","0.8849428296089172","0.49262332916259766","0.5379124413014905","0.794254803808203","0.5983970484012173","0.8890977868112013","0.8243120301029371","0.7265564336342607","0.6774333509703021","0.7069072005686773","0.7706022884384519"
"4","Palette_drop4","0.7075375440830421","0.5155458841937474","0.6070051044225693","0.9952942029289578","0.8916245102882385","0.4834240674972534","0.5888047080731242","0.8084969257221499","0.5488721804511278","0.8284117336152219","0.7839111962592097","0.7063456839070792","0.6930875528951915","0.7010424315023241","0.7203983701085198"
"5","Palette_drop2","0.7187803541548886","0.5402657849046933","0.6067201420664787","0.9948813707932181","0.8813576698303223","0.4880032539367676","0.5342201100312329","0.7663677833710995","0.5826807180723406","0.883998512055323","0.799934473714385","0.7151619129798197","0.6674872042923555","0.6960920295048341","0.7555379012806829"
"6","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
