"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"2","Palette_s1","0.596954618735145","0.2169706195061672","0.5663818567991257","0.9999999900658926","0.8995068073272705","0.4469530923025949","0.3884705196107252","0.8234057122628834","0.31148604802076574","0.9000218531468531","0.6783361723646844","0.5950767712765827","0.6395840328758685","0.612879675916297","0.6299480245107677"
"3","Palette_s2","0.6085366173898241","0.20321688934624194","0.5773377791047096","0.9999999900658926","0.9036648869514465","0.41905968529837473","0.4102658680909888","0.8600612905247307","0.5407098121085595","0.9092417417417418","0.7766195255612133","0.5972728189766671","0.6482629327163851","0.6176688644725543","0.7421903598038382"
"1","Palette","0.5935829952509459","0.1760141460559001","0.5657233819365501","0.9999999900658926","0.921663224697113","0.5071652276175362","0.5646196305469476","0.7775790427863799","0.5164383561643836","0.9368630573248407","0.7812992758939972","0.5838301283273222","0.6927567814119943","0.627400789561191","0.7448668964610738"
"4","Palette_s3","0.6345171975285049","0.27341874856100934","0.5863066166639328","0.9999999900658926","0.887448251247406","0.4170165402548654","0.3870579118573371","0.8376363198771112","0.4021927293710329","0.9261697120708748","0.7521385057445243","0.6235606382048349","0.6322897558091799","0.6270522852465729","0.6935003157288108"
"5","Palette_s4","0.6019016830875501","0.1982676161810597","0.5854605138301849","0.9999999900658926","0.8970931768417358","0.42093113490513395","0.42455332413674923","0.8673256223374999","0.6565217391304348","0.9502873563218391","0.7829371525188762","0.5964074507911719","0.6524758145552797","0.618834796296815","0.79658208265705"
"6","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
