"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette_v1_miss5","0.6426172273844152","0.48339233380391733","0.5995999202132225","0.9849191069602966","0.9255348443984985","0.7419622739156088","0.6179700033955989","0.8538464126887736","0.8151950718685832","0.9746769109535067","0.7789693404295301","0.6776321470904629","0.78482838359962","0.7205106416941258","0.8562804410838734"
"2","Palette_v1_miss10","0.6437996355236891","0.5620910435520569","0.6074561849236488","0.9852658867835998","0.922920823097229","0.7504008611043295","0.6619459694616089","0.8740767695303411","0.823351596448139","0.9800322693179836","0.7865702870100895","0.6996531876957487","0.8023361057983771","0.7407263549368001","0.8633180509254039"
"3","Palette_v1_miss20","0.6389679916605725","0.49564244749884484","0.6036347448825836","0.9851502060890198","0.9198445677757263","0.7503032684326172","0.6431893159935514","0.8511603814236682","0.8319155177471399","0.981573017884805","0.7910063594829219","0.6808488475327552","0.7911243834063908","0.7249590618822095","0.868164965038289"
"4","Palette_miss5","0.6403318887679306","0.5638184440314842","0.6015200093388557","0.9866760849952698","0.9242267608642578","0.7519737879435221","0.7752671961278385","0.87488926113794","0.8552805592291706","0.981214024071167","0.7961570735624558","0.6980866067833851","0.8315892515183896","0.7514876646773869","0.8775505522875977"
"5","Palette_miss10","0.6436671495321167","0.49601761662805427","0.6101348325610161","0.9862233400344849","0.9272837042808533","0.7516845067342123","0.7815328248399172","0.8689857591091513","0.8732287927451351","0.9839282368371745","0.7969176335059387","0.6840107346889179","0.8323716987410336","0.7433551203097641","0.8846915543627493"
"6","Palette_miss20","0.6424900027598114","0.476069927124174","0.6046761721372604","0.9866865992546081","0.9306026101112366","0.7481771310170492","0.7634581960918854","0.8553955451813767","0.8831908831908832","0.9827272727272728","0.7946891639737319","0.6774806753189635","0.824408370600387","0.7362517534315329","0.8868691066306292"
"7","Palette_v2_miss5","0.6405129227591554","0.4971631290544786","0.5950703248381615","0.9851086020469666","0.9259006381034851","0.7535632451375326","0.7595229369280543","0.8811141619040278","0.8767806267806267","0.9871489621489622","0.7946825661779571","0.6794637446746905","0.830025245518275","0.7396883450121243","0.8862040517025154"
"8","Palette_v2_miss10","0.6417648019218402","0.47513270405515307","0.5992422476410866","0.9840112686157226","0.9241659045219421","0.7554031213124593","0.7728362309199217","0.8626404890043563","0.8803418803418803","0.9843404534382612","0.7960871761643717","0.6750377555584506","0.8287614364396699","0.7365272279109383","0.8869231699815044"
"9","Palette_v2_miss20","0.6372261750460317","0.4902319395042103","0.6053151935338974","0.984499168395996","0.9168914556503296","0.7518216768900553","0.7645886979538197","0.8533749035110151","0.8721562311254278","0.9851997209140066","0.7970273759694901","0.6793181191200339","0.8216691835013048","0.7362585448725423","0.8847944426696416"
"10","Palette_v3_miss5","0.6420242838435235","0.497811032266315","0.6005159988999367","0.9844819903373718","0.9213190078735352","0.7552652359008789","0.6953637731131347","0.8729302476807935","0.886039886039886","0.9856815941416701","0.7908807470206323","0.6812083263367867","0.8112195661420856","0.7332128222589063","0.8875340757340627"
"11","Palette_v3_miss10","0.643876782691198","0.49502538263622126","0.5983385667204857","0.9848658680915833","0.9309656620025635","0.7501560052235922","0.7520874276346313","0.8666406683756273","0.8588685323132675","0.9831392813535671","0.791696291889522","0.680526650034872","0.8249624408091035","0.7383009663445645","0.8779013685187854"
"12","Palette_v3_miss20","0.6508154499057092","0.5807460714584114","0.5998224839568138","0.9845634937286377","0.9154358506202698","0.7520808378855387","0.7680902106672984","0.8677792329590409","0.8796053956110328","0.983451072736787","0.7980926140407265","0.703986874762393","0.8258465330330369","0.7527307380706505","0.8870496941295155"
"13","Palette_v4_miss5","0.647916277432886","0.5594888072144848","0.6011896505951881","0.9851863980293274","0.9314222931861877","0.7567017078399658","0.6724888448277407","0.8514931125011802","0.89937106918239","0.9808237397523112","0.7952028318932298","0.6984452833179716","0.8030264895887687","0.7402777658262905","0.8917992136093104"
"14","Palette_v4_miss10","0.6406958077410476","0.48874712782165974","0.6045832186937332","0.9855305314064026","0.9265426993370056","0.7593050003051758","0.6865223877348324","0.8454341097532698","0.8767052322569504","0.9831261991976278","0.800592472479157","0.6798891714157108","0.8044510492825709","0.7297139225624549","0.8868079679779117"
"15","Palette_v4_miss20","0.6480637107494938","0.5661832978634435","0.6044298857450485","0.9854827880859375","0.9313609600067139","0.746385415395101","0.6604659669896207","0.8429868086630549","0.8687336420374472","0.9843331925080974","0.7864215805284187","0.7010399206109809","0.7952997877636226","0.7387438674720376","0.8798294716913211"
"16","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
