"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette_v1_miss5","0.6404641523161773","0.49600719129048354","0.6029715985059738","0.9857031464576721","0.9370935559272766","0.7502928574879965","0.7354571118854537","0.8730154140281137","0.8351117374672841","0.9824433202173505","0.7929093687967117","0.6812865221425767","0.8239647348322101","0.73835780721843","0.8701548088271154"
"2","Palette_v1_miss10","0.6412590436584231","0.48633069721075345","0.6020566523075104","0.985365116596222","0.9330993294715881","0.7501202424367269","0.7236881112118634","0.8635041853977214","0.8559694925198005","0.9802699284842142","0.7908081729600127","0.6787528774432272","0.817602967129475","0.7342929133177263","0.8756825313213424"
"3","Palette_v1_miss20","0.6533405318498757","0.5775158288109368","0.6080680713057518","0.9862701892852783","0.9383450150489807","0.7466931343078613","0.699928304518033","0.8502062087423173","0.8671164564388384","0.9780555555555555","0.7880719601030033","0.7062986553129607","0.808793165654298","0.7472964594494956","0.8777479906991323"
"4","Palette_v2_miss5","0.6421299908145277","0.48882778877121774","0.596554696559906","0.9840451598167419","0.9232370853424072","0.7501064936319987","0.7324705950107847","0.8802695937685127","0.8583034196108067","0.979983660130719","0.790207232951504","0.6778894089905984","0.8215209419384258","0.7353420221697293","0.8761647708976765"
"5","Palette_v2_miss10","0.6352796386666367","0.4694087572389914","0.5963448509573936","0.9843913078308105","0.919635534286499","0.7541050910949707","0.659127080259176","0.8633671876870008","0.8888888888888888","0.9840824915824916","0.796055066095703","0.6713561386734581","0.7990587233319116","0.7224371725368395","0.8896754821890278"
"6","Palette_v2_miss20","0.6369834031560505","0.47265802291730086","0.5979320779442787","0.9841687798500061","0.9155574440956116","0.7459778785705566","0.6812049819805887","0.8570012100567844","0.8300785182202537","0.9785741053026045","0.7837653123051508","0.672935570966909","0.7999353786758853","0.7237354940504995","0.8641393119426697"
"7","Palette_miss5","0.6445557486496317","0.4778711239937295","0.6027205660939217","0.9844574570655823","0.9278709292411804","0.7485415935516357","0.7464974863003394","0.8749726296778234","0.8459958932238193","0.9794922240959341","0.7923032244546262","0.6774012239507163","0.8244706596927447","0.7362289982475276","0.8725971139247933"
"8","Palette_miss10","0.6498707334780965","0.5613334450323587","0.60379558801651","0.9846926808357239","0.9286943078041077","0.7490577697753906","0.730740156136759","0.8538172360486566","0.856849515987093","0.9816173905459621","0.7902968845558432","0.6999231118406724","0.8155773674412284","0.7461848140808949","0.8762545970296328"
"9","Palette_miss20","0.6491391048678046","0.5609100952952435","0.6062557473778725","0.985525369644165","0.9302429556846619","0.7453315258026123","0.7160320778994352","0.8375600106031503","0.8172484599589322","0.9755481168271866","0.7868890874366966","0.7004575792962714","0.8072916424974649","0.7431912045767488","0.8598952214076051"
"10","Palette_v3_miss5","0.6356855825595356","0.47544420571793855","0.5952396839857101","0.9840842366218567","0.9361786246299744","0.7444632053375244","0.7337767734071388","0.8555076452610441","0.8511396011396012","0.979074074074074","0.7905975971178358","0.6726134272212603","0.8174815621589204","0.7305606811963243","0.873603757443837"
"11","Palette_v3_miss10","0.6673510497890773","0.5751504314870359","0.6042552515864372","0.9837667107582092","0.933905839920044","0.7497281233469645","0.7553473296239308","0.8602795047359976","0.8754959380313622","0.9817111459968602","0.7920074116478188","0.7076308609051899","0.8248151994067342","0.7545045963058077","0.8830714985586804"
"12","Palette_v3_miss20","0.6566372969758514","0.5117225512923386","0.6072034239768982","0.9858518481254578","0.919947624206543","0.7478724320729574","0.757345599312968","0.8457631566922406","0.8935171604576122","0.9807323232323233","0.7918488015381429","0.6903537800926365","0.8177322030711773","0.7413051492840528","0.8886994284093594"
"13","Palette_v4_miss5","0.6464284523488679","0.4828288365882057","0.6038095876574516","0.9855562448501587","0.9249894618988037","0.7509904702504476","0.6358032222288933","0.857376995534932","0.8226495726495726","0.9813284616825932","0.7927532971891237","0.6796557803611709","0.7922900374782691","0.7247094832080102","0.8655771105070965"
"14","Palette_v4_miss10","0.6335986793622401","0.46665489803996657","0.6060323193669319","0.9857109308242797","0.9329392910003662","0.7485868136088053","0.6615443900723128","0.8422194660029287","0.8399436279444332","0.9778824350252922","0.7933137547683309","0.6729992068983546","0.7963224901711032","0.7223285202074541","0.8703799392460189"
"15","Palette_v4_miss20","0.6391660582395878","0.485987878417199","0.6085156500339508","0.9853125810623169","0.9274574518203735","0.7471911907196045","0.6441542891691974","0.8372603924413853","0.8554131054131054","0.9793258328972614","0.7933139338903579","0.6797455419382636","0.7890158310376402","0.7234536575780143","0.8760176240669083"
"16","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
