"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"2","Palette_s1","0.7808589741823995","0.688412067628558","0.6077056527137756","0.9989979416131973","0.9281738996505737","0.42670631408691406","0.5116685290700387","0.9030492606945544","0.544107268877911","0.916206896551724","0.7794620528440714","0.7689936590344826","0.6923995008755202","0.7383559957708976","0.7465920727579022"
"3","Palette_s2","0.7871945991520444","0.6749597841091343","0.612123891711235","0.9992581903934479","0.9430078864097595","0.43789281845092776","0.5678798038372566","0.8992423625561102","0.6748366013071896","0.9498791739894552","0.7966086899771827","0.7683841163414654","0.7120057178135135","0.7458327569302846","0.8071081550912759"
"4","Palette_s3","0.7822742256594745","0.6785642559997647","0.6154447197914124","0.999053880572319","0.9124595522880554","0.391361141204834","0.4644993479095431","0.8761417509827701","0.5032679738562091","0.8945626477541371","0.7277743267840473","0.7688342705057426","0.6611154480963006","0.7257467415419658","0.7085349827981311"
"1","Palette","0.7951170416207028","0.6712245344309308","0.6210022568702698","0.9992451220750809","0.9228771924972534","0.4079093933105469","0.4834820323718559","0.8722796108894902","0.6225289071242074","0.9284267241379311","0.753362573147105","0.7716472387492461","0.6716370572672866","0.7316431661564623","0.7681060681364146"
"5","Palette_s4","0.7762219404510793","0.6690696555954994","0.6186311319470406","0.9993771910667419","0.921079158782959","0.4129889965057373","0.4991135498884089","0.8812338378021871","0.596358955498345","0.9247041420118344","0.7619905701795402","0.7658249797650902","0.6786038857448231","0.7309365421569833","0.7610178892299064"
"6","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
