"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette","0.6430765558517042","0.4186706605331494","0.5425476618111134","0.9857076769289763","0.8909402","0.37051110797458225","0.38649499927471515","0.7164749351374656","0.2682991374336625","0.865598095354126","0.5711345984673055","0.6475006387812359","0.5911053079370838","0.6249425064435751","0.568343943751698"
"2","Multigrate","0.3126571967020529","0.11238124846503653","0.4854600755497813","0.9507588303607443","0.8854733","0.22026130888197157","0.08059546444917326","0.6303494789170357","0.002574689588883573","0.6432610434651892","0.2963293684396277","0.4653143377694038","0.4541698907988997","0.46085655898120215","0.3140550338312335"
"3","scMoMaT","0.4605821136846272","0.20856648050059745","0.4801131058484316","0.9853232010551121","0.85754675","0.0954691039191352","0.01808834662439808","0.6851569541547865","6.3500127000254e-05","0.43477449537426405","0.24082479386513567","0.5336462252721921","0.41406528785728103","0.48581385030622765","0.2252209297888"
"4","MIDAS","0.6199816614553864","0.4046515743393992","0.5350149497389793","0.9895432721013608","0.90413684","0.2631991704305013","0.17866026781296607","0.8697485223756224","0.143025233696443","0.7499915673962887","0.45651360015451226","0.6372978644087814","0.5539361992869669","0.6039531983600557","0.4498434670824147"
"5","scVAEIT","0.4795823304453696","0.225119573896759","0.435872383415699","0.976566713789235","0.75676227","0.0714069472418891","0.027859236407318005","0.6135872288739387","0.0","0.34721045032844555","0.13218631858243626","0.5292852503867657","0.36740391967055086","0.46453271810027974","0.15979892297029394"
"6","StabMap","0.025594069155163424","-0.008584604643669686","0.14791184663772583","0.849627743596616","0.70586103","0.11093224419487847","0.0070985299246168814","0.18246545618160362","0.006114076542118564","0.7088181377194169","0.22935469660535193","0.2536372636864589","0.2515893155775559","0.2528180844428977","0.3147623036222958"
"7","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
