"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"4","Palette_drop5","0.7342615493296292","0.5900863752528912","0.5768274813890457","0.9958694603132165","0.8978284001350403","0.45923978090286255","0.4741900617066372","0.7795002614479106","0.4391025641025641","0.7832369942196532","0.7407858468308408","0.7242612165711957","0.6526896260481126","0.6956325803619625","0.6543751350510193"
"1","Palette_drop1","0.6690546741694892","0.45518729056311535","0.5484710298478603","0.9905751684437627","0.894748866558075","0.45606422424316406","0.5171343760389762","0.7741118375625288","0.4478643216080402","0.8047101449275362","0.6541845754573361","0.6658220407560569","0.660514826100686","0.6636991548939085","0.6355863473309709"
"5","Palette_drop6","0.6792929655666055","0.4464883060860405","0.561751764267683","0.9921346954677416","0.8999316096305847","0.4543386697769165","0.4817772531723956","0.7890729513734666","0.39700923182171394","0.7696074068728853","0.724410306860553","0.6699169328470177","0.6562801209883409","0.664462208103547","0.6303423151850508"
"3","Palette_drop4","0.6781914152297733","0.4476709510880682","0.5723703429102898","0.9950596664262854","0.90033358335495","0.4628185033798218","0.516987224148731","0.8174071036369575","0.512998266897747","0.7828903504450356","0.7052038746993685","0.6733230939136041","0.674386603630115","0.6737484978002085","0.667030830680717"
"2","Palette_drop2","0.6941032314150192","0.5059333573531835","0.5522582419216633","0.9928811322087827","0.8939412236213684","0.4619314670562744","0.5159885576760416","0.7305895454193698","0.5155271975832144","0.7665303019277532","0.6689813795491328","0.6862939907246621","0.6506126984432635","0.6720214738121026","0.6503462930200336"
"6","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
