"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","seurat_Palette_drop5","0.7347851418510178","0.549922556226274","0.5955197066068649","0.9974625628927479","0.8853893280029297","0.5122855305671692","0.5633739468813783","0.7619139257285382","0.6179775280898876","0.8279569892473118","0.8444712313679563","0.7194224918942261","0.6807406827950039","0.7039497682545373","0.7634685829017185"
"2","seurat_Palette_drop1","0.683530349099404","0.44630335888893613","0.574228435754776","0.9926075468892637","0.8890464901924133","0.5105070471763611","0.5984991364487593","0.8147376739256825","0.7079145728643216","0.9016666666666666","0.8490997254568314","0.6741674226580949","0.703197586935804","0.6857794883691786","0.8195603216626065"
"3","seurat_Palette_drop6","0.7049850442427135","0.4915561057670484","0.5813863500952721","0.9951939064523448","0.8895594477653503","0.49498939514160156","0.589700527380927","0.7899485359041272","0.5859524185559017","0.8749321210068162","0.846640687363371","0.6932803516393446","0.6910494765480015","0.6923880016028074","0.7691750756420296"
"4","seurat_Palette_drop4","0.6960371123614035","0.49615794938838825","0.5780939310789108","0.9949604169182156","0.889793336391449","0.49322986602783203","0.599092592534305","0.8302806795138217","0.5985104942450914","0.8694607843137254","0.8296191281378884","0.6913123524367295","0.7030991186168519","0.6960270589087785","0.7658634688989018"
"5","seurat_Palette_drop2","0.6961399806003762","0.48039129652884127","0.5732986405491829","0.995120214379352","0.8852890133857727","0.4895186424255371","0.5253052359874651","0.76701310120891","0.6111473113347153","0.877851412835249","0.832340324010008","0.6862375330144381","0.6667814982519212","0.6784551191094315","0.7737796827266575"
"6","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
