"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette_s1_shuffled5","0.672960647311425","0.2644505990147685","0.640638917684555","0.9999999900658926","0.8953245878219604","0.4734532492501395","0.5246124922712342","0.9307712803803437","0.5436105476673428","0.9226504629629629","0.7673548994821099","0.6445125385191602","0.7060404024309195","0.6691236840838639","0.7445386367041386"
"2","Palette_s1_shuffled10","0.674722441024749","0.2688594616230759","0.6448511928319931","0.9999999900658926","0.889100968837738","0.48307228088378906","0.5185021491623071","0.9372747342268295","0.45425048669695","0.9230967917346384","0.7598995685313583","0.6471082713864277","0.706987533277666","0.671059976142923","0.7124156156543155"
"3","Palette_s1_shuffled20","0.6510216905404926","0.24162425956403","0.6541153490543365","0.9999999900658926","0.8898133039474487","0.44952610560825895","0.476995654101855","0.9311096813046759","0.5232815964523282","0.9236676356589147","0.7710700361679044","0.6366903223061879","0.6868611862405596","0.6567586678799366","0.7393397560930491"
"4","Palette_s2_shuffled5","0.6681730910944822","0.2691355209296769","0.6396235376596451","0.9999999900658926","0.8923370838165283","0.424231937953404","0.46813351062545233","0.8852174670878644","0.6740088105726872","0.9368251173708919","0.8092404865547422","0.6442330349374242","0.6674799998708123","0.6535318209107794","0.8066914714994405"
"5","Palette_s2_shuffled10","0.6715765131691616","0.2673133285128066","0.6429000496864319","0.9999999900658926","0.8897116780281067","0.4156873566763742","0.44873384768593616","0.9083998573871217","0.6616740088105727","0.9400336585087569","0.7949944525728517","0.6454474703585732","0.6656331849443846","0.6535217561928978","0.7989007066307271"
"6","Palette_s2_shuffled20","0.6721528917447328","0.2654536632188059","0.6511586308479309","0.9999999900658926","0.8853241801261902","0.44339445659092497","0.48427833722595864","0.9114432575020245","0.6342465753424658","0.9369278169014085","0.7992168283503098","0.6471912939693406","0.6811100578612745","0.6607587995261142","0.7901304068647281"
"7","Palette_shuffled5","0.6805005300616653","0.26717596309205366","0.64189013838768","0.9999999900658926","0.9094123244285583","0.4870771680559431","0.5750910190925989","0.8961414787090104","0.5894273127753304","0.918081246710279","0.7440292585556546","0.6473916554018229","0.7169304975715277","0.6752071922697048","0.7505126060137547"
"8","Palette_shuffled10","0.6718729441548231","0.26547322233865117","0.642053484916687","0.9999999900658926","0.9088929295539856","0.4667400632585798","0.5622273369151458","0.9356401877538609","0.5118942731277533","0.9105579096045198","0.740758398447497","0.6448499103690135","0.718375129370393","0.6742599979695654","0.7210701937265901"
"9","Palette_shuffled20","0.6453613942579702","0.2302407373376024","0.6479355692863464","0.9999999900658926","0.8999234437942505","0.47009781428745817","0.514712665759184","0.9327667364075478","0.4852459016393443","0.9037209302325582","0.738666624618926","0.6308844227369529","0.7043751650621101","0.6602807196670157","0.7092111521636095"
"10","Palette_s3_shuffled5","0.6995825976180292","0.3193162791724196","0.6363564282655716","0.9999999900658926","0.8886831998825073","0.4245901107788086","0.5018255137185658","0.8772811960400551","0.5296524845729133","0.9208333333333333","0.7772165137378133","0.6638138237804783","0.6730950051049842","0.6675262963102806","0.7425674438813532"
"11","Palette_s3_shuffled10","0.7245959286634435","0.4067964827600409","0.6471525132656097","0.9999999900658926","0.8870614767074585","0.42188024520874023","0.47799077313102223","0.8826419452493479","0.5277161862527716","0.9044060819892474","0.7559355804464092","0.6946362286887466","0.6673936100741422","0.6837391812429048","0.729352616229476"
"12","Palette_s3_shuffled20","0.6891378566152812","0.32743910495202994","0.6529555022716522","0.9999999900658926","0.8793160915374756","0.43680879047938753","0.46684725774905905","0.9323684416956275","0.5434782608695652","0.8956737231182795","0.7496492559307475","0.6673831134762139","0.6788351453653874","0.6719639262318833","0.7296004133061974"
"13","Palette_s4_shuffled5","0.6762541292822328","0.2686607211637","0.6385574787855148","0.9999999900658926","0.9035934209823608","0.4801783561706543","0.6083790231378063","0.9188520690366395","0.7809330628803245","0.9580601092896176","0.8075324052488208","0.645868079824335","0.7277507173318652","0.6786211348273471","0.8488418591395877"
"14","Palette_s4_shuffled10","0.6686715226698391","0.2723118637847133","0.6449421644210815","0.9999999900658926","0.8920561075210571","0.46070793696812223","0.5055111934538521","0.9248189994684282","0.7135110709444193","0.9514162561576355","0.7923770892228734","0.6464813852353817","0.6957735593528649","0.666198254882375","0.8191014721083093"
"15","Palette_s4_shuffled20","0.7061010357241453","0.3261711797355892","0.6492209583520889","0.9999999900658926","0.8919872045516968","0.4716698782784598","0.5124487872979366","0.9208572390644535","0.6969162995594713","0.9529351395730705","0.7914876235466691","0.670373290969429","0.6992407772981367","0.6819202855009121","0.813779687559737"
"16","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
