"","Embedding","KMeans NMI","KMeans ARI","Silhouette label","cLISI","Silhouette batch","iLISI","KBET","Graph connectivity","CkBET","CSAS","CiLISI","Bio conservation","Batch correction","Total","Modality mixing"
"1","Palette_s1_miss5","0.7764847969332122","0.6576235921410893","0.6388412266969681","0.9992480725049973","0.9162901043891907","0.4138275146484375","0.44180243291211624","0.8821228694192305","0.5094299639754185","0.9145491803278688","0.7649053455111743","0.7680494220690667","0.6635107303422437","0.7262339453783375","0.7296281632714873"
"2","Palette_s1_miss10","0.774282119273299","0.675087720314613","0.6391296088695526","0.9993237629532814","0.9184114933013916","0.41192126274108887","0.43584935399331004","0.8888497109561746","0.5065936800199055","0.9011350574712644","0.763517938393898","0.7719558028526865","0.6637579552479913","0.7286766638108084","0.7237488919616893"
"3","Palette_s1_miss20","0.7967788199574","0.7437065257488058","0.638554722070694","0.9992715790867805","0.9130693674087524","0.41381049156188965","0.44186116141799625","0.8896829685603963","0.5128141328688729","0.9112426035502958","0.7647778309401051","0.7945779117159201","0.6646059972372587","0.7425891459244555","0.7296115224530912"
"4","Palette_s2_miss5","0.788164542692747","0.6805032519188785","0.6475533992052078","0.9994916841387749","0.9214111566543579","0.41454596519470216","0.507492766939031","0.8673491008046003","0.5383480825958702","0.923224852071006","0.7750818877072267","0.778928219488902","0.6776997473981728","0.7384368306526103","0.7455516074580343"
"5","Palette_s2_miss10","0.8021273249047677","0.7040449877067602","0.653236523270607","0.9994488954544067","0.9182409644126892","0.41074409484863283","0.4927554515539387","0.8726835064297225","0.5899705014749262","0.9185596074985354","0.7665021276084523","0.7897144328341354","0.6736060043112457","0.7432710614249796","0.758344078860638"
"6","Palette_s2_miss20","0.7901067817799027","0.675546064474645","0.6522918492555618","0.9995053261518478","0.9205021262168884","0.41062350273132325","0.5871319123675617","0.8627419000746288","0.5575221238938053","0.9182019392917369","0.7630797187217323","0.7793625054154893","0.6952498603476005","0.7457174473883338","0.7462679273024247"
"7","Palette_s3_miss5","0.7853345515951222","0.6800299378395155","0.637960746884346","0.9991483986377716","0.9029117822647095","0.38773040771484374","0.431140364959675","0.8570277451649849","0.43966125617501767","0.8788339475839476","0.7247275451079304","0.7756184087391889","0.6447025750260533","0.7232520752539346","0.6810742496222986"
"8","Palette_s3_miss10","0.7951299325981734","0.7101451320087457","0.638528123497963","0.9991953372955322","0.9023452997207642","0.38138456344604493","0.4303366155708214","0.8577397410263412","0.46577275935074103","0.8737151924651926","0.7086557351523017","0.7857496313501036","0.642951554940993","0.7286304007864592","0.6827145623227452"
"9","Palette_s3_miss20","0.7900174006449863","0.6866102483684241","0.6386305689811707","0.9993000477552414","0.9013754725456238","0.38468408584594727","0.4356936623263458","0.8695087202839985","0.4553930917567281","0.8734289617486337","0.7160721741885878","0.7786395664374556","0.6478154852504788","0.7263099339626649","0.6816314092313166"
"10","Palette_miss5","0.7896959948804345","0.6681650356896485","0.6505116820335388","0.999440886080265","0.9083487391471863","0.3922429084777832","0.46023942379951144","0.8902131384272716","0.5885863483774711","0.9143678160919539","0.7519595660580405","0.7769533996709717","0.6627610524629381","0.7312764607877582","0.7516379101758218"
"11","Palette_miss10","0.7955508471794974","0.7092464526272897","0.6476747393608093","0.9994966760277748","0.9136838316917419","0.39568138122558594","0.5266770990834683","0.8912339223998891","0.5683168316831683","0.9198044815465729","0.7588485630809204","0.7879921787988429","0.6818190586001713","0.7455229307193743","0.7489899587702206"
"12","Palette_miss20","0.7951795038861683","0.6704316465861042","0.643225908279419","0.9993768483400345","0.9113931059837341","0.3973968505859375","0.44932877933172044","0.8825485270856468","0.5643564356435643","0.9196690099589925","0.7395647597743067","0.7770534767729315","0.6601668157467597","0.7302988123624627","0.7411967351256212"
"13","Palette_s4_miss5","0.7881913769744908","0.6785092568732487","0.6429795175790787","0.9994706511497498","0.9099055528640747","0.4081884384155273","0.48415468423639524","0.8868596726378977","0.5515999152362788","0.9143361581920904","0.7629462077365807","0.777287700644142","0.6722770870384738","0.7352834552018748","0.7429607603883167"
"14","Palette_s4_miss10","0.8024772456037745","0.7378380281327789","0.6444551348686218","0.9995168671011925","0.9107022881507874","0.4028421401977539","0.5689320704621873","0.882850945877388","0.5617715617715617","0.9099497126436781","0.7599514363980095","0.796071818926592","0.6913318611720292","0.7541758358247668","0.7438909036044166"
"15","Palette_s4_miss20","0.7938746593908361","0.7217336784815551","0.641756996512413","0.999452032148838","0.9110593795776367","0.408382511138916","0.5435309519284565","0.8881363783906429","0.5065274151436031","0.9114066193853427","0.7534581303317962","0.7892043416334106","0.6877773052589131","0.7486335270836115","0.723797388286914"
"16","Metric Type","Bio conservation","Bio conservation","Bio conservation","Bio conservation","Batch correction","Batch correction","Batch correction","Batch correction","Modality mixing","Modality mixing","Modality mixing","Aggregate score","Aggregate score","Aggregate score","Aggregate score"
